planned_production_tons,active_shovels,shovel_availability_pct,haul_trucks,rainfall_mm,soil_moisture_pct,temperature_c,blasting_delayed,actual_production_tons,shortfall_tons
1200.0,5,68.7,12,3.5,33.2,21.1,1,447.1,752.9
1200.0,4,79.0,7,4.4,20.8,25.3,0,641.4,558.6
1400.0,6,90.3,11,48.5,95.0,36.9,1,664.0,736.0
1200.0,5,74.8,13,0.1,25.8,38.8,0,794.1,405.9
1600.0,5,89.1,9,29.6,64.3,30.9,1,713.9,886.1
1400.0,7,65.9,14,1.9,28.0,36.8,0,992.1,407.9
1200.0,7,75.7,14,25.4,62.2,29.3,1,860.1,339.9
1400.0,5,84.2,11,3.2,21.3,23.8,0,871.8,528.2
1400.0,7,87.1,17,4.6,28.9,29.6,0,1292.9,107.1
1000.0,6,85.2,16,67.3,95.0,33.9,1,487.5,512.5
1600.0,3,89.4,7,1.4,27.4,42.8,0,585.5,1014.5
1200.0,6,65.2,12,1.6,20.8,21.7,0,829.9,370.1
1400.0,5,68.5,11,0.4,22.2,32.2,1,403.7,996.3
1200.0,5,95.4,13,6.7,31.3,27.9,0,977.1,222.9
1400.0,6,88.9,15,7.3,33.6,32.2,0,1129.1,270.9
1200.0,7,69.0,13,0.7,31.3,20.6,1,849.1,350.9
1000.0,7,94.5,16,0.7,21.8,27.5,0,1050.0,0.0
1600.0,5,73.5,9,0.2,28.4,39.7,0,738.5,861.5
1000.0,4,81.7,11,6.6,34.3,33.3,0,657.3,342.7
1200.0,7,70.1,14,2.2,32.3,30.8,0,1006.0,194.0
1600.0,6,89.9,16,4.1,26.4,26.9,1,851.1,748.9
1600.0,7,88.3,14,6.1,34.6,27.2,0,1235.0,365.0
1200.0,6,72.4,11,1.1,23.3,29.2,0,939.8,260.2
1400.0,5,95.2,14,2.4,18.0,40.1,1,743.7,656.3
1200.0,7,79.0,17,0.1,18.0,43.2,0,1178.1,21.9
1200.0,6,75.2,12,3.0,29.3,30.5,1,693.4,506.6
1200.0,5,70.3,13,8.9,37.9,29.4,0,737.7,462.3
1400.0,4,74.3,12,3.6,21.0,40.3,0,600.3,799.7
1400.0,6,65.8,16,13.3,43.1,30.2,0,827.7,572.3
1400.0,4,85.4,8,2.6,28.4,33.2,0,687.0,713.0
1400.0,4,94.5,11,11.7,39.4,25.5,1,538.4,861.6
1000.0,3,84.2,7,0.0,25.6,37.8,0,581.6,418.4
1200.0,7,72.7,17,27.8,66.7,32.8,1,851.3,348.7
1000.0,6,66.2,16,0.6,22.7,39.4,0,844.0,156.0
1200.0,4,72.5,11,0.7,20.5,38.7,0,562.9,637.1
1200.0,3,79.6,6,4.1,33.4,25.2,0,521.1,678.9
1400.0,5,91.6,11,0.8,25.5,37.2,0,984.9,415.1
1200.0,6,71.6,14,0.5,18.0,39.2,0,911.2,288.8
1000.0,4,90.2,7,1.8,25.7,28.3,0,765.1,234.9
1000.0,7,95.3,16,5.0,23.8,24.1,0,1050.0,0.0
1400.0,3,80.9,6,3.6,22.6,20.1,0,532.3,867.7
1400.0,4,93.8,10,24.3,55.3,30.8,0,836.4,563.6
1000.0,7,84.4,17,1.1,23.9,28.5,0,1050.0,0.0
1000.0,4,87.3,10,19.2,52.7,33.3,0,699.3,300.7
1400.0,6,83.4,16,51.8,95.0,24.5,1,596.8,803.2
1000.0,6,81.2,11,16.5,45.0,40.6,0,1048.7,0.0
1400.0,6,73.2,11,8.0,31.5,26.2,0,888.8,511.2
1400.0,3,75.6,8,3.9,33.1,25.4,0,483.4,916.6
1000.0,6,75.1,11,5.4,18.0,31.5,0,934.8,65.2
1000.0,7,84.7,18,1.7,23.0,32.0,1,907.3,92.7
1600.0,4,69.2,7,0.1,29.9,25.2,1,276.5,1323.5
1200.0,5,97.1,12,10.4,40.2,26.5,0,1044.2,155.8
1200.0,7,90.2,15,1.2,30.1,24.1,0,1260.0,0.0
1400.0,7,79.1,15,0.4,18.0,37.2,0,1178.9,221.1
1600.0,6,70.6,12,2.7,19.9,38.5,0,900.7,699.3
1600.0,3,95.9,6,0.8,25.8,31.1,0,633.3,966.7
1400.0,4,93.8,10,47.4,95.0,37.1,1,448.5,951.5
1200.0,3,90.3,6,15.8,40.1,37.7,1,320.0,880.0
1000.0,4,74.5,11,1.5,22.3,23.3,0,621.4,378.6
1400.0,4,79.1,12,25.3,62.0,43.2,1,424.9,975.1
1200.0,3,68.6,6,0.8,18.0,39.7,0,398.0,802.0
1200.0,7,71.6,13,1.5,26.8,24.9,0,1020.1,179.9
1600.0,4,92.4,9,26.0,47.6,24.5,1,500.1,1099.9
1000.0,3,90.0,10,27.8,66.2,23.0,1,265.3,734.7
1200.0,4,85.8,10,15.1,39.7,23.3,0,711.1,488.9
1000.0,5,96.4,9,1.3,21.6,38.0,0,1023.3,0.0
1200.0,7,85.4,15,2.8,29.4,31.3,0,1213.3,0.0
1000.0,6,81.3,12,0.4,24.8,38.8,0,995.0,5.0
1000.0,4,76.9,12,57.9,95.0,37.9,1,160.5,839.5
1000.0,5,97.9,11,7.6,38.2,34.5,0,1050.0,0.0
1400.0,6,67.9,13,3.3,18.4,36.5,0,849.7,550.3
1400.0,6,97.6,13,0.1,23.1,20.4,0,1227.2,172.8
1200.0,4,93.9,7,10.8,34.2,27.5,1,533.3,666.7
1600.0,3,69.5,6,1.7,29.1,35.3,1,233.5,1366.5
1200.0,4,84.8,8,5.3,33.3,20.2,0,655.6,544.4
1200.0,5,95.3,13,90.0,95.0,20.8,1,150.0,1050.0
1400.0,6,85.0,15,6.6,40.2,40.4,0,1014.4,385.6
1200.0,4,96.8,11,55.8,95.0,36.4,1,329.8,870.2
1600.0,3,98.0,10,1.7,23.7,26.4,0,591.7,1008.3
1000.0,4,79.8,12,0.3,22.5,36.5,0,684.6,315.4
1600.0,7,78.2,14,4.3,31.5,39.0,1,832.0,768.0
1000.0,3,97.8,10,0.7,23.7,27.4,0,629.8,370.2
1400.0,5,88.6,13,5.7,34.1,20.9,0,934.3,465.7
1200.0,6,69.1,15,24.7,47.9,42.4,0,865.3,334.7
1600.0,4,66.5,9,7.2,42.2,28.3,0,602.7,997.3
1000.0,3,84.8,10,1.8,25.1,22.6,0,513.1,486.9
1200.0,7,97.6,13,2.8,18.1,31.8,0,1260.0,0.0
1600.0,3,94.5,6,15.4,40.5,38.4,1,250.1,1349.9
1200.0,7,88.7,15,35.5,64.5,25.3,1,1039.8,160.2
1400.0,5,69.9,11,16.4,41.1,26.5,0,724.6,675.4
1400.0,6,73.9,13,0.1,21.4,25.8,0,889.7,510.3
1200.0,5,95.6,9,7.4,40.7,43.8,0,1018.2,181.8
1400.0,4,71.4,11,0.4,24.7,24.7,0,573.9,826.1
1200.0,3,74.7,7,0.5,23.9,33.8,0,531.5,668.5
1600.0,7,69.5,14,1.1,18.0,42.2,0,937.0,663.0
1000.0,7,88.7,15,7.6,29.2,23.5,0,1050.0,0.0
1200.0,3,98.0,8,27.7,59.8,43.3,1,393.4,806.6
1600.0,3,74.4,7,0.2,18.8,42.7,0,459.0,1141.0
1400.0,4,81.6,7,1.8,22.9,41.2,0,667.2,732.8
1200.0,5,87.2,14,8.4,33.2,25.1,0,918.0,282.0
1400.0,7,100.0,15,2.1,23.5,35.2,0,1470.0,0.0
1200.0,4,68.7,12,31.0,65.1,38.3,1,297.9,902.1
1000.0,5,82.4,12,2.0,25.7,43.7,0,837.5,162.5
1200.0,4,78.5,8,3.4,25.5,24.3,0,622.5,577.5
1200.0,7,95.3,18,1.0,18.0,38.4,0,1260.0,0.0
1200.0,3,81.7,9,3.6,27.6,28.1,0,526.4,673.6
1000.0,3,68.9,7,12.4,40.1,24.2,0,454.6,545.4
1600.0,5,87.2,12,1.7,18.0,30.1,0,952.9,647.1
1600.0,6,92.0,14,18.3,46.5,39.1,0,1180.1,419.9
1400.0,5,65.1,14,0.0,25.1,31.2,0,707.6,692.4
1200.0,6,95.1,12,2.7,20.3,32.9,0,1148.4,51.6
1200.0,4,71.5,7,2.4,19.4,43.9,0,652.6,547.4
1400.0,4,84.3,9,0.9,21.8,29.6,0,701.0,699.0
1400.0,7,79.6,16,16.8,50.3,34.8,0,1205.6,194.4
1000.0,6,90.2,12,0.2,31.4,28.8,0,1050.0,0.0
1600.0,7,78.0,17,6.4,34.9,29.4,0,1138.0,462.0
1400.0,3,95.4,8,2.9,31.8,36.7,0,634.3,765.7
1600.0,6,90.6,12,0.3,24.2,42.5,0,1142.1,457.9
1400.0,5,87.7,9,1.1,20.2,33.0,0,894.1,505.9
1400.0,3,92.9,6,7.9,37.1,38.4,0,630.9,769.1
1200.0,3,91.4,8,4.5,28.3,22.1,1,307.5,892.5
1600.0,5,66.3,12,0.1,24.1,25.1,1,448.0,1152.0
1400.0,3,78.8,10,0.7,18.3,32.1,0,518.9,881.1
1000.0,6,97.6,13,21.3,56.3,20.5,0,1050.0,0.0
1000.0,7,69.4,14,0.0,21.4,26.1,0,1004.1,0.0
1200.0,3,90.8,8,0.6,24.0,32.4,0,562.4,637.6
1400.0,6,99.1,13,8.0,33.6,20.4,0,1233.2,166.8
1600.0,4,66.8,12,2.4,24.2,26.3,0,569.7,1030.3
1000.0,6,88.9,13,0.8,25.6,32.3,0,1050.0,0.0
1200.0,7,81.4,16,0.2,20.2,33.8,0,1234.6,0.0
1200.0,6,85.3,11,16.6,38.9,42.2,0,1100.9,99.1
1600.0,5,68.0,10,0.7,18.0,35.5,0,696.5,903.5
1400.0,7,66.5,14,7.0,33.4,30.0,0,1006.1,393.9
1400.0,4,88.3,7,1.3,21.8,42.3,0,745.3,654.7
1200.0,5,93.8,12,3.2,18.1,38.8,0,1011.2,188.8
1200.0,6,92.4,12,6.3,31.9,24.8,0,1192.0,8.0
1200.0,7,84.0,16,1.3,23.5,23.1,0,1260.0,0.0
1000.0,4,68.5,12,15.2,42.3,36.2,0,563.0,437.0
1400.0,5,89.1,12,1.8,26.0,33.4,1,682.9,717.1
1400.0,4,73.5,9,6.0,37.5,39.0,0,632.8,767.2
1600.0,6,96.9,11,4.1,34.5,37.7,0,1262.2,337.8
1600.0,4,94.3,10,30.7,68.8,35.0,1,520.1,1079.9
1200.0,3,89.8,10,2.9,26.0,43.7,0,609.6,590.4
1400.0,5,98.2,13,24.7,59.8,32.8,0,1055.4,344.6
1600.0,4,66.1,7,6.0,32.5,22.7,0,548.2,1051.8
1400.0,6,90.8,12,0.3,21.1,39.9,0,1163.4,236.6
1200.0,6,76.6,13,1.9,25.7,26.0,0,949.4,250.6
1200.0,4,96.7,8,5.3,22.1,38.7,0,820.7,379.3
1000.0,6,74.3,16,1.3,24.4,43.0,0,899.0,101.0
1600.0,7,90.4,18,1.6,26.9,36.7,0,1326.1,273.9
1400.0,7,95.7,14,42.0,82.5,34.3,1,1179.6,220.4
1200.0,7,66.5,13,31.3,68.5,31.0,1,724.2,475.8
1400.0,3,78.9,6,26.7,56.5,28.7,1,281.5,1118.5
1400.0,4,91.7,10,7.3,26.6,28.5,0,780.2,619.8
1200.0,3,80.9,6,0.8,24.3,35.3,0,515.4,684.6
1000.0,6,74.4,13,1.5,20.7,38.0,1,606.6,393.4
1400.0,3,72.7,7,8.0,25.1,36.3,0,450.8,949.2
1200.0,6,69.6,15,110.0,95.0,24.8,1,150.0,1050.0
1400.0,6,95.0,13,1.7,19.7,31.9,0,1157.6,242.4
1200.0,5,85.1,10,3.4,30.9,39.0,0,832.6,367.4
1400.0,7,67.7,15,5.0,30.5,31.4,0,1034.3,365.7
1200.0,6,78.4,11,2.5,21.3,32.9,0,989.5,210.5
1200.0,5,77.9,11,2.8,23.2,38.5,0,825.0,375.0
1400.0,7,71.4,16,0.3,29.1,35.9,1,804.7,595.3
1200.0,6,80.2,11,14.8,48.9,29.8,0,976.7,223.3
1000.0,6,76.6,15,0.4,18.0,41.5,1,668.6,331.4
1000.0,3,77.0,8,3.7,33.4,23.9,0,537.5,462.5
1400.0,3,90.9,6,59.2,95.0,43.9,1,150.0,1250.0
1400.0,7,72.8,14,6.8,36.2,22.9,0,1061.1,338.9
1400.0,6,87.5,12,3.2,26.0,20.4,0,1078.6,321.4
1200.0,4,85.0,10,3.5,33.2,41.4,0,687.8,512.2
1000.0,3,84.9,8,0.6,18.0,25.9,0,573.5,426.5
1000.0,7,88.2,16,1.5,22.9,37.5,0,1050.0,0.0
1200.0,6,84.2,11,48.9,95.0,39.5,1,673.3,526.7
1200.0,6,95.8,16,3.7,18.0,40.6,0,1214.6,0.0
1200.0,4,88.6,7,0.3,22.2,43.8,0,804.0,396.0
1200.0,7,84.1,14,8.2,32.3,27.1,0,1197.2,2.8
1600.0,6,94.0,16,5.5,33.7,37.0,0,1139.2,460.8
1200.0,3,86.2,7,1.3,29.3,22.8,0,513.1,686.9
1200.0,4,75.2,8,27.3,66.6,29.8,1,400.8,799.2
1400.0,7,72.2,17,1.8,25.9,40.4,1,768.7,631.3
1200.0,4,70.3,7,12.9,41.5,28.8,0,540.3,659.7
1400.0,3,96.5,8,0.9,21.7,34.2,0,611.3,788.7
1400.0,7,89.9,13,46.6,93.0,32.1,1,1083.2,316.8
1600.0,4,97.8,10,3.3,34.2,35.5,1,558.9,1041.1
1000.0,5,86.1,14,82.3,95.0,43.3,1,150.0,850.0
1600.0,3,81.6,9,14.6,41.9,21.3,0,521.8,1078.2
1200.0,3,67.1,10,3.0,26.1,33.8,0,437.2,762.8
1200.0,3,88.5,9,3.1,31.7,40.7,0,513.2,686.8
1200.0,5,85.4,9,63.8,95.0,31.6,1,322.9,877.1
1600.0,5,99.7,12,66.7,95.0,21.9,1,474.6,1125.4
1200.0,6,73.4,16,1.5,29.5,33.5,0,907.5,292.5
1200.0,4,83.6,11,77.2,95.0,28.0,1,150.0,1050.0
1400.0,6,87.8,12,0.7,18.0,23.7,0,1083.9,316.1
1200.0,4,87.6,8,1.6,32.8,40.4,0,722.9,477.1
1000.0,5,84.6,14,5.4,37.2,32.5,1,584.6,415.4
1000.0,5,92.2,12,1.2,24.1,42.4,0,981.3,18.7
1000.0,6,72.2,16,53.1,94.8,39.3,1,502.7,497.3
1000.0,7,90.4,13,0.3,18.0,36.6,1,1050.0,0.0
1000.0,6,86.7,15,85.2,95.0,20.1,1,335.6,664.4
1400.0,4,96.4,7,12.0,36.5,30.3,1,517.0,883.0
1000.0,6,94.7,12,3.7,18.9,24.7,0,1050.0,0.0
1200.0,3,76.0,9,0.6,18.0,41.9,0,477.2,722.8
1400.0,4,74.7,12,1.7,22.3,24.2,0,621.1,778.9
1200.0,4,99.4,7,0.7,24.0,26.9,0,838.2,361.8
1400.0,7,83.5,15,1.3,31.0,32.4,0,1235.6,164.4
1000.0,5,96.7,12,3.8,30.1,26.3,0,991.7,8.3
1000.0,4,70.7,10,3.7,25.6,25.0,1,407.3,592.7
1000.0,5,87.5,11,0.6,24.9,34.4,0,916.4,83.6
1000.0,6,93.3,12,6.4,33.0,22.1,0,1050.0,0.0
1200.0,3,98.2,9,23.4,60.8,21.4,0,644.5,555.5
1000.0,7,76.8,16,75.4,95.0,28.9,1,440.5,559.5
1000.0,5,90.4,11,1.7,29.8,37.3,0,1038.7,0.0
1000.0,4,83.9,12,2.3,29.6,33.3,0,697.1,302.9
1200.0,5,67.1,11,2.1,25.5,30.1,0,717.1,482.9
1200.0,4,89.1,8,21.9,54.2,33.6,0,722.6,477.4
1200.0,5,89.2,10,1.8,29.2,28.8,0,966.6,233.4
1200.0,4,97.6,7,0.5,19.2,42.5,0,830.4,369.6
1400.0,6,82.4,14,4.2,20.7,21.3,0,1026.5,373.5
1000.0,4,73.1,7,2.0,18.0,36.2,0,583.2,416.8
1400.0,4,66.6,9,0.4,18.5,41.4,0,513.3,886.7
1400.0,3,79.5,9,40.6,86.1,39.3,1,291.5,1108.5
1000.0,4,75.6,11,6.7,30.0,24.4,0,586.2,413.8
1400.0,3,91.6,6,7.4,34.1,27.1,0,623.1,776.9
1600.0,7,77.4,17,1.2,21.3,37.2,0,1093.6,506.4
1000.0,3,98.2,9,0.4,20.1,22.0,0,612.5,387.5
1200.0,6,98.7,15,57.6,95.0,39.5,1,745.2,454.8
1400.0,3,86.7,7,0.3,22.0,37.3,0,547.6,852.4
1400.0,7,97.5,17,4.8,28.3,37.5,0,1434.2,0.0
1000.0,6,91.6,16,0.5,24.8,22.4,0,1050.0,0.0
1200.0,5,84.1,13,0.7,24.5,37.2,0,830.1,369.9
1200.0,5,71.3,13,2.1,24.2,36.3,0,722.0,478.0
1200.0,3,81.1,6,1.2,18.0,39.9,0,544.6,655.4
1400.0,3,84.6,7,8.2,39.6,21.0,0,556.2,843.8
1200.0,7,95.2,14,1.5,23.9,20.6,0,1260.0,0.0
1200.0,7,81.8,13,47.7,93.9,29.0,1,852.3,347.7
1400.0,4,96.4,10,0.8,31.2,23.6,0,773.8,626.2
1000.0,7,88.6,15,1.8,29.2,33.4,0,1050.0,0.0
1200.0,4,69.8,12,17.0,49.7,42.0,0,578.3,621.7
1400.0,6,99.8,13,39.2,80.8,29.4,1,1064.4,335.6
1400.0,3,83.5,8,4.0,27.9,40.3,0,489.3,910.7
1200.0,6,78.7,14,22.2,56.5,20.0,0,942.7,257.3
1200.0,7,88.1,16,22.1,57.2,24.0,0,1260.0,0.0
1000.0,6,68.8,12,6.1,39.7,20.7,0,866.0,134.0
1200.0,6,87.3,15,7.3,45.3,27.9,0,1142.0,58.0
1200.0,6,82.4,13,0.7,24.5,41.8,0,1026.4,173.6
1200.0,7,79.2,17,0.4,18.0,22.3,1,939.6,260.4
1200.0,6,98.4,15,0.9,18.6,34.6,0,1239.9,0.0
1200.0,4,83.3,12,5.6,39.5,30.8,0,718.1,481.9
1000.0,7,72.7,16,8.9,39.0,42.5,0,1050.0,0.0
1200.0,6,81.1,12,4.9,31.5,22.9,0,1015.5,184.5
1200.0,7,97.2,18,0.3,21.6,25.1,0,1260.0,0.0
1200.0,5,71.2,9,7.4,27.1,20.7,0,725.7,474.3
1000.0,4,72.5,8,1.4,32.5,30.4,0,616.9,383.1
1400.0,6,65.5,15,27.3,58.9,26.7,1,513.2,886.8
1200.0,5,65.5,10,12.3,44.1,40.9,0,670.1,529.9
1400.0,5,94.0,12,0.1,18.0,34.5,0,950.3,449.7
1400.0,7,90.6,13,2.0,23.9,34.7,0,1374.9,25.1
1200.0,5,77.4,12,1.0,28.5,32.8,1,609.1,590.9
1000.0,4,89.4,7,1.6,23.2,22.2,0,738.9,261.1
1200.0,4,78.8,12,2.4,23.7,30.7,0,635.1,564.9
1200.0,3,98.4,9,5.1,29.7,44.0,0,573.6,626.4
1400.0,4,98.8,7,2.7,19.4,40.0,0,839.6,560.4
1200.0,5,78.7,9,1.4,18.0,41.4,0,805.8,394.2
1000.0,4,94.9,7,25.2,63.4,39.8,1,492.0,508.0
1200.0,7,92.1,14,3.8,25.6,22.5,0,1260.0,0.0
1200.0,3,75.8,10,0.3,26.0,25.5,0,467.5,732.5
1400.0,5,73.1,10,1.9,30.4,20.1,0,788.3,611.7
1200.0,3,81.0,9,0.8,29.2,27.3,0,512.4,687.6
1200.0,5,92.3,9,0.1,18.0,22.6,0,922.2,277.8
1600.0,7,98.6,18,3.1,23.2,31.3,0,1384.9,215.1
1400.0,3,91.7,10,5.0,32.1,36.3,0,594.9,805.1
1200.0,6,94.9,13,47.2,95.0,41.0,1,868.1,331.9
1000.0,5,86.1,13,4.2,39.5,38.0,0,915.2,84.8
1000.0,6,94.2,16,20.2,47.7,42.5,0,1050.0,0.0
1200.0,3,92.5,6,6.1,37.1,21.3,0,550.8,649.2
1000.0,6,78.2,11,21.5,56.1,20.3,0,1020.8,0.0
1000.0,6,84.3,16,5.9,22.6,35.9,0,1050.0,0.0
1200.0,3,93.2,6,1.0,20.7,26.9,1,255.2,944.8
1000.0,7,66.6,17,2.0,26.3,26.1,0,998.3,1.7
1400.0,6,93.3,11,0.1,18.0,27.9,0,1113.5,286.5
1000.0,6,71.2,16,18.9,39.9,26.5,0,922.8,77.2
1200.0,7,83.0,13,52.5,92.0,32.3,1,780.6,419.4
1200.0,6,93.3,16,49.9,95.0,30.6,1,711.2,488.8
1600.0,6,73.9,15,0.7,20.7,32.3,1,672.0,928.0
1000.0,6,73.6,16,11.4,35.9,36.1,0,865.4,134.6
1200.0,4,79.1,9,2.8,23.2,29.3,0,676.4,523.6
1600.0,7,96.3,18,0.0,18.0,26.0,0,1376.2,223.8
1400.0,6,65.0,16,4.1,25.9,24.0,0,772.1,627.9
1400.0,7,96.5,17,0.2,18.0,28.4,0,1421.4,0.0
1200.0,5,70.4,14,0.5,28.7,37.8,0,733.0,467.0
1000.0,5,99.7,13,1.2,32.3,38.2,0,1050.0,0.0
1400.0,6,98.4,13,1.7,18.0,36.0,0,1195.1,204.9
1600.0,7,82.3,17,7.6,31.1,25.6,0,1258.1,341.9
1200.0,7,82.9,13,1.0,21.4,34.1,0,1179.5,20.5
1200.0,7,81.9,17,8.3,33.6,33.7,0,1235.4,0.0
1200.0,4,87.2,9,2.6,30.9,31.6,0,771.5,428.5
1400.0,5,68.2,12,0.1,19.8,33.2,0,727.1,672.9
1000.0,7,66.1,18,1.4,23.7,31.8,0,944.6,55.4
1200.0,7,67.0,17,5.2,44.7,33.6,0,931.9,268.1
1200.0,4,80.6,12,0.9,22.8,37.2,1,323.4,876.6
1200.0,4,74.6,8,0.2,31.2,22.6,0,691.8,508.2
1200.0,7,86.8,13,3.6,29.8,38.0,0,1260.0,0.0
1000.0,3,99.7,6,12.3,37.8,23.3,1,345.1,654.9
1400.0,7,78.5,14,2.1,21.6,21.6,0,1114.3,285.7
1200.0,7,85.1,14,0.1,22.2,43.4,0,1256.6,0.0
1200.0,4,79.5,11,13.3,36.3,43.0,0,654.4,545.6
1000.0,4,94.7,8,2.4,21.3,21.5,0,727.9,272.1
1200.0,7,96.6,16,0.6,20.8,30.6,0,1260.0,0.0
1200.0,7,95.7,18,17.1,49.2,24.5,0,1260.0,0.0
1000.0,7,99.1,18,2.0,34.1,31.6,0,1050.0,0.0
1200.0,4,66.0,9,0.8,20.8,39.9,0,594.0,606.0
1000.0,7,94.4,14,7.4,35.4,42.8,0,1050.0,0.0
1000.0,7,91.3,14,4.6,20.8,35.2,1,1050.0,0.0
1600.0,6,73.0,14,3.2,32.1,28.5,0,962.1,637.9
1200.0,3,98.5,6,0.2,18.0,34.5,0,594.6,605.4
1400.0,5,70.2,9,0.3,26.4,27.5,0,721.8,678.2
1200.0,3,88.8,10,1.7,24.1,41.8,0,573.8,626.2
1400.0,6,72.9,16,0.4,22.1,40.9,0,882.7,517.3
1400.0,5,80.1,13,9.6,34.9,33.4,0,832.5,567.5
1200.0,7,90.2,16,0.4,18.0,27.8,1,1112.8,87.2
1200.0,6,84.7,13,1.7,18.3,27.0,0,1085.5,114.5
1200.0,7,80.0,15,1.1,27.9,20.8,0,1152.1,47.9
1200.0,4,76.4,10,58.1,95.0,39.6,1,210.2,989.8
1600.0,6,94.4,13,0.3,21.0,30.8,0,1199.9,400.1
1400.0,4,70.0,7,1.4,26.3,27.8,0,597.7,802.3
1600.0,6,80.1,13,0.8,23.7,31.3,0,990.7,609.3
1000.0,6,96.6,13,5.5,26.2,39.6,0,1050.0,0.0
1400.0,4,94.6,10,3.8,40.0,23.0,0,767.6,632.4
1600.0,5,79.0,12,6.1,34.9,40.6,0,761.9,838.1
1000.0,3,91.7,7,19.0,51.2,41.5,0,568.0,432.0
1000.0,7,93.8,14,0.9,20.8,42.7,0,1050.0,0.0
1400.0,6,96.1,14,6.1,35.9,29.5,0,1215.8,184.2
1200.0,7,84.1,17,0.1,18.2,25.2,0,1260.0,0.0
1400.0,4,72.2,11,105.0,95.0,29.0,1,150.0,1250.0
1000.0,7,73.9,13,1.9,33.3,28.0,0,1050.0,0.0
1400.0,4,75.3,9,0.9,23.5,24.2,0,659.8,740.2
1200.0,7,85.8,14,1.1,19.9,34.6,0,1234.7,0.0
1000.0,3,66.1,6,0.2,22.3,31.4,0,422.1,577.9
1000.0,3,87.3,7,33.9,77.2,40.8,1,222.2,777.8
1400.0,3,77.8,8,0.1,25.3,20.8,0,481.3,918.7
1400.0,3,75.3,9,2.7,30.9,35.5,0,501.1,898.9
1200.0,3,95.8,10,8.6,28.7,38.3,1,357.4,842.6
1200.0,3,81.1,6,7.4,37.9,38.2,0,538.6,661.4
1400.0,4,68.3,12,1.5,23.3,41.3,0,505.6,894.4
1200.0,6,93.9,15,3.4,27.5,37.5,0,1133.6,66.4
1400.0,7,66.7,18,1.6,30.5,42.3,0,898.9,501.1
1200.0,3,90.4,8,110.0,95.0,28.0,1,150.0,1050.0
1200.0,4,92.1,9,0.2,24.0,32.1,0,838.5,361.5
1200.0,4,77.3,10,0.5,18.0,20.3,0,649.1,550.9
1200.0,4,93.9,12,0.6,22.7,20.2,0,763.2,436.8
1400.0,6,83.0,14,3.3,23.1,25.8,0,1073.8,326.2
1200.0,7,81.2,17,4.6,32.4,22.4,0,1226.2,0.0
1200.0,6,66.6,12,9.4,41.0,26.2,0,796.3,403.7
1400.0,5,75.2,12,0.6,21.4,24.2,1,594.0,806.0
1200.0,4,97.6,11,4.9,26.1,20.7,0,829.4,370.6
1200.0,5,78.7,10,21.7,62.4,41.8,0,840.6,359.4
1600.0,3,84.1,7,1.8,21.7,20.2,0,547.5,1052.5
1400.0,3,83.6,10,1.1,18.0,37.7,0,544.1,855.9
1000.0,6,85.7,13,0.7,18.8,23.7,0,1050.0,0.0
1600.0,7,67.1,13,14.8,41.4,41.9,0,1061.0,539.0
1400.0,5,77.7,13,0.8,18.9,41.4,0,805.6,594.4
1200.0,7,90.3,14,28.4,68.8,35.7,1,1107.8,92.2
1000.0,6,72.0,14,45.3,79.0,36.1,1,587.0,413.0
1400.0,3,72.1,7,7.2,28.4,20.1,0,431.6,968.4
1400.0,7,65.4,14,1.3,23.7,43.6,0,1027.3,372.7
1200.0,7,80.3,17,3.2,27.9,41.1,1,886.7,313.3
1400.0,3,95.9,6,1.7,33.0,41.5,0,602.9,797.1
1400.0,5,66.8,11,42.8,93.9,35.8,1,358.1,1041.9
1000.0,3,71.7,10,5.2,21.7,28.3,0,542.7,457.3
1200.0,7,75.9,14,1.5,18.0,41.4,0,1190.9,9.1
1200.0,5,90.6,14,18.7,50.2,27.0,0,996.3,203.7
1400.0,5,87.4,10,27.5,59.8,33.5,1,724.2,675.8
1000.0,3,79.6,6,81.8,95.0,22.4,1,150.0,850.0
1200.0,7,91.6,17,1.0,23.6,42.1,0,1260.0,0.0
1400.0,6,86.3,15,0.1,23.3,23.4,0,1090.5,309.5
1400.0,7,96.4,17,1.7,20.4,25.4,0,1354.6,45.4
1200.0,4,93.6,10,2.0,21.8,33.4,0,802.7,397.3
1400.0,6,73.8,12,0.5,18.9,38.3,0,913.3,486.7
1000.0,5,74.5,11,0.9,21.3,34.9,0,835.9,164.1
1400.0,6,69.4,16,10.5,40.4,25.6,0,860.5,539.5
1000.0,5,76.8,13,7.3,27.5,20.0,0,790.5,209.5
1200.0,5,100.0,13,0.5,19.6,38.2,0,1103.5,96.5
1400.0,6,79.2,16,50.6,95.0,43.6,1,626.1,773.9
1000.0,5,72.7,14,3.0,26.5,39.4,0,804.2,195.8
1200.0,5,91.7,10,1.5,25.6,31.0,0,977.6,222.4
1400.0,4,84.0,11,1.9,35.1,41.7,0,720.8,679.2
1400.0,7,70.2,18,13.0,44.4,29.8,0,1023.9,376.1
1400.0,7,78.3,16,1.6,27.4,32.6,0,1168.9,231.1
1400.0,4,79.5,10,1.2,22.4,31.5,0,663.3,736.7
1200.0,6,91.4,15,14.7,39.1,30.7,1,891.4,308.6
1200.0,3,65.7,10,110.0,95.0,38.6,1,150.0,1050.0
1200.0,3,74.4,6,1.6,20.9,32.6,0,513.9,686.1
